"Annot_Gene"	"Annot_Christoforou_Uniprot_G.O_overlap"	"Annot_Christoforou_Uniprot_G.O_sum"	"Annot_HPA_Single_supportive"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_Uniprot_G.O_overlap"	"precision_assigned_location_Christoforou_Uniprot_G.O_overlap"	"assigned_location_Christoforou_Uniprot_G.O_sum"	"precision_assigned_location_Christoforou_Uniprot_G.O_sum"	"assigned_location_HPA_Single_supportive"	"precision_assigned_location_HPA_Single_supportive"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"ANXA4"	"CYTOSOL"	"CYTOSOL"	""	"Cytoplasm"	NA	"Uncertain"	"cell surface; cytoplasm; extracellular vesicular exosome; nuclear membrane; nucleus; perinuclear region of cytoplasm; plasma membrane; vesicle membrane"	NA	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"ANXA4"	"-"	84	18	42	12	18	10	4	6	4	1	"-"	184	1	1	1	8	1	1	1	1	1	6	NA	144	36	10	8	1	1	NA	57	42	1	NA	91	7	1	NA	91	1	9	NA	100	1	1	1	NA	15	21	64	NA	100	1	NA	59	3	38	NA	88	1	1	12
"ANXA7"	"CYTOSOL"	"CYTOSOL"	""	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"cytosol; endoplasmic reticulum membrane; extracellular vesicular exosome; membrane; nuclear envelope; nucleus; plasma membrane"	NA	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"ANXA7"	"-"	72	22	32	14	24	14	6	8	8	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	168	12	20	1	1	1	NA	58	42	1	NA	80	15	5	NA	72	1	27	NA	100	1	1	1	NA	23	6	71	NA	99	1	NA	61	3	35	NA	93	1	1	7
"DCTN2"	""	""	"CS"	"Centrosome"	NA	"Supportive"	"centrosome; cytoplasm; cytosol; dynactin complex; dynein complex; extracellular vesicular exosome; growth cone; kinetochore; membrane; microtubule; vesicle"	" Cytoplasm cytoskeleton microtubule organizing center centrosome {ECO:0000269|PubMed:8647893} Membrane {ECO:0000269|PubMed:8647893}; Peripheral membrane protein {ECO:0000269|PubMed:8647893}"	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"DCTN2"	"-"	34	22	14	8	16	14	6	32	36	16	"-"	164	18	16	1	1	1	1	1	1	1	1	NA	150	10	32	6	1	1	NA	49	50	1	NA	53	42	5	NA	79	14	7	NA	93	7	1	1	NA	33	10	57	NA	80	20	NA	76	1	24	NA	85	1	1	15
"HSPA4"	"CYTOSOL"	"CYTOSOL"	""	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"cytosol; extracellular vesicular exosome; mitochondrion"	" Cytoplasm "	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"HSPA4"	"-"	122	22	20	8	12	6	1	1	1	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	162	12	22	1	1	1	NA	60	40	1	NA	77	22	1	NA	48	10	43	NA	100	1	1	1	NA	57	9	34	NA	99	1	NA	67	1	32	NA	74	1	1	26
"MAT2B"	""	""	""	NA	NA	NA	"cytosol; extracellular vesicular exosome; intracellular; methionine adenosyltransferase complex; mitochondrion; nucleus"	NA	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"MAT2B"	"-"	136	16	20	6	10	6	1	1	1	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	126	20	54	1	1	1	NA	89	11	1	NA	72	26	1	NA	50	14	37	NA	100	1	1	1	NA	55	13	32	NA	98	2	NA	71	2	27	NA	68	1	1	32
"NUDC"	"CYTOSOL"	"CYTOSOL"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; microtubule; nucleoplasm"	" Cytoplasm cytoskeleton Nucleus Note=In a filamentous pattern adjacent to the nucleus of migrating cerebellar granule cells Colocalizes with tubulin and dynein and with the microtubule organizing center Distributed throughout the cytoplasm of non-migrating cells A small proportion is nuclear in a punctate pattern"	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"NUDC"	"-"	108	22	18	10	14	10	4	6	4	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	174	6	20	1	1	1	NA	78	20	1	NA	84	14	1	NA	86	9	5	NA	100	1	1	1	NA	29	7	64	NA	98	2	NA	70	1	30	NA	86	1	1	14
"PSMA2"	"CYTOSOL"	"CYTOSOL"	""	NA	NA	NA	"cytoplasmic mRNA processing body; cytosol; extracellular vesicular exosome; nucleoplasm; nucleus; proteasome complex; proteasome core complex; proteasome core complex, alpha-subunit complex"	" Cytoplasm Nucleus Cytoplasm P-body "	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"PSMA2"	"-"	118	20	20	6	10	8	4	6	6	1	"-"	152	1	1	1	46	1	1	1	1	1	1	NA	100	56	38	6	1	1	NA	59	41	1	NA	81	18	1	NA	87	6	7	NA	100	1	1	1	NA	35	3	62	NA	96	4	NA	59	1	41	NA	55	1	3	42
"PSMA3"	"CYTOSOL"	"CYTOSOL"	""	"Cytoskeleton (Microtubules)"	"Cytoskeleton (Cytokinetic bridge)"	"Uncertain"	"cytoplasm; cytosol; extracellular vesicular exosome; nucleoplasm; nucleus; proteasome complex; proteasome core complex; proteasome core complex, alpha-subunit complex"	" Cytoplasm Nucleus"	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"PSMA3"	"-"	120	20	22	8	6	6	1	6	8	4	"-"	156	44	1	1	1	1	1	1	1	1	1	NA	132	48	10	8	1	1	NA	53	47	1	NA	70	27	3	NA	90	5	6	NA	100	1	1	1	NA	22	17	61	NA	92	8	NA	78	1	21	NA	72	1	1	26
"PSMB2"	"CYTOSOL"	"CYTOSOL"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytosol; extracellular vesicular exosome; membrane; nucleoplasm; nucleus; proteasome complex; proteasome core complex"	" Cytoplasm Nucleus"	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"PSMB2"	"-"	144	4	14	6	6	6	4	4	6	4	"-"	160	30	10	1	1	1	1	1	1	1	1	NA	112	38	28	20	1	1	NA	51	49	1	NA	71	27	1	NA	88	6	6	NA	100	1	1	1	NA	18	6	75	NA	94	6	NA	80	1	20	NA	57	1	1	43
"PSMB3"	"CYTOSOL"	"CYTOSOL"	""	"Mitochondria"	"Nucleus but not nucleoli;Cytoplasm;Golgi apparatus;Cytoskeleton (Actin filaments)"	"Supportive"	"actin cytoskeleton; cytoplasm; cytosol; extracellular vesicular exosome; Golgi apparatus; mitochondrion; nucleoplasm; nucleus; proteasome complex; proteasome core complex"	" Cytoplasm Nucleus"	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"PSMB3"	"-"	120	22	22	6	8	6	1	4	4	1	"-"	142	46	12	1	1	1	1	1	1	1	1	NA	94	64	30	12	1	1	NA	40	60	1	NA	78	21	1	NA	89	5	6	NA	100	1	1	1	NA	31	7	62	NA	97	3	NA	64	3	33	NA	73	1	1	27
"PSMB5"	"CYTOSOL"	"CYTOSOL"	""	"Nucleus;Centrosome"	NA	"Supportive"	"cytosol; extracellular vesicular exosome; nucleoplasm; nucleus; proteasome complex; proteasome core complex"	" Cytoplasm Nucleus"	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"PSMB5"	"-"	120	18	20	6	10	6	4	4	6	1	"-"	148	48	4	1	1	1	1	1	1	1	1	NA	96	22	76	6	1	1	NA	58	41	1	NA	71	28	1	NA	89	4	7	NA	93	1	1	7	NA	32	16	52	NA	99	1	NA	64	5	31	NA	73	1	1	26
"PSMB7"	"CYTOSOL"	"CYTOSOL"	""	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"cytosol; extracellular vesicular exosome; microtubule cytoskeleton; nucleoplasm; nucleus; proteasome complex; proteasome core complex"	" Cytoplasm "	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"PSMB7"	"-"	114	28	18	8	10	8	4	4	6	1	"-"	184	16	1	1	1	1	1	1	1	1	1	NA	98	20	66	18	1	1	NA	62	37	1	NA	73	25	1	NA	88	6	6	NA	100	1	1	1	NA	21	13	67	NA	100	1	NA	56	1	44	NA	72	1	1	28
"PSME1"	"CYTOSOL"	"CYTOSOL"	""	"Cytoplasm"	"Nucleus but not nucleoli"	"Uncertain"	"cytoplasm; cytosol; extracellular vesicular exosome; nucleoplasm; proteasome activator complex; proteasome complex"	NA	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"PSME1"	"-"	104	38	28	12	8	6	1	1	1	1	"-"	196	4	1	1	1	1	1	1	1	1	1	NA	118	72	10	1	1	1	NA	53	47	1	NA	75	23	1	NA	89	6	6	NA	100	1	1	1	NA	33	6	60	NA	100	1	NA	86	1	14	NA	89	1	1	11
"TXNL1"	"CYTOSOL"	"CYTOSOL"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; extracellular vesicular exosome; nucleus; proteasome complex"	" Cytoplasm "	"overlaps 10"	430	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	0.75	"TXNL1"	"-"	114	28	26	8	10	6	1	1	1	1	"-"	184	14	1	1	1	1	1	1	1	1	1	NA	116	62	18	1	1	1	NA	64	36	1	NA	24	25	51	NA	73	13	15	NA	100	1	1	1	NA	35	14	51	NA	97	3	NA	75	1	25	NA	74	1	1	26
"ACAT2"	"CYTOSOL"	"CYTOSOL"	""	"Cytoplasm"	"Nucleus"	"Supportive"	"cytoplasm; extracellular vesicular exosome; nucleolus; nucleus"	" Cytoplasm"	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"ACAT2"	"-"	108	24	26	12	14	6	1	4	1	1	"-"	118	74	1	1	1	1	1	1	1	1	1	NA	156	26	18	1	1	1	NA	73	27	1	NA	88	8	5	NA	90	4	6	NA	100	1	1	1	NA	62	4	34	NA	100	1	NA	91	1	9	NA	93	1	1	6
"ANXA1"	""	""	""	"Plasma membrane;Cytoplasm"	"Nucleus but not nucleoli;Nuclear membrane"	"Supportive"	"cell surface; cilium; cornified envelope; cytoplasm; endosome; extracellular region; extracellular space; extracellular vesicular exosome; focal adhesion; mitochondrial membrane; nucleus; plasma membrane; protein complex; sarcolemma; vesicle"	" Nucleus {ECO:0000250} Cytoplasm {ECO:0000250} Cell projection cilium {ECO:0000250} Basolateral cell membrane {ECO:0000250} Note=Found in the cilium nucleus and basolateral cell membrane of ciliated cells in the tracheal endothelium Found in the cytoplasm of type II pneumocytes and alveolar macrophages {ECO:0000250}"	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"ANXA1"	"-"	36	16	10	10	8	8	14	36	34	26	"-"	88	98	1	1	10	1	1	1	1	1	1	NA	152	18	12	1	12	4	NA	83	17	1	NA	91	8	1	NA	92	2	6	NA	86	11	4	1	NA	32	10	59	NA	98	2	NA	78	2	20	NA	86	1	1	13
"ANXA5"	"CYTOSOL"	"CYTOSOL"	"NUCLEUS"	"Nuclear membrane"	NA	"Supportive"	"cytoplasm; endothelial microparticle; external side of plasma membrane; extracellular vesicular exosome; focal adhesion; intracellular; membrane"	NA	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"ANXA5"	"-"	86	28	28	16	20	10	4	4	4	1	"-"	86	78	10	1	6	1	1	6	6	1	4	NA	116	6	4	6	58	12	NA	58	42	1	NA	89	9	1	NA	88	4	8	NA	81	5	7	6	NA	44	9	47	NA	99	1	NA	56	3	41	NA	90	1	1	9
"CACYBP"	""	""	""	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"beta-catenin destruction complex; cell body; cytoplasm; extracellular vesicular exosome; neuron projection; nuclear envelope lumen; nucleus"	" Nucleus {ECO:0000269|PubMed:12895292} Cytoplasm {ECO:0000269|PubMed:12895292} Note=Cytoplasmic at low calcium concentrations In neuroblastoma cells after a retinoic acid (RA) induction and calcium increase it localizes in both the nucleus and cytoplasm The nuclear fraction may be phosphorylated"	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"CACYBP"	"-"	62	28	20	12	12	10	8	16	22	8	"-"	102	68	1	4	1	6	6	10	1	1	4	NA	122	34	38	6	1	1	NA	76	24	1	NA	84	14	1	NA	85	7	8	NA	100	1	1	1	NA	38	29	33	NA	81	19	NA	86	1	13	NA	87	1	1	13
"CAP1"	""	"PM"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cortical actin cytoskeleton; extracellular vesicular exosome; focal adhesion; plasma membrane"	" Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}"	"overlaps 9"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"CAP1"	"-"	64	42	30	16	22	14	4	4	1	1	"-"	120	60	6	1	4	1	1	1	1	1	1	NA	160	12	10	8	10	1	NA	76	23	1	NA	96	3	1	NA	1	1	1	NA	100	1	1	1	NA	60	8	32	NA	99	1	NA	88	1	11	NA	91	1	1	9
"CLIC1"	""	""	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"blood microparticle; brush border; chloride channel complex; cytoplasm; extracellular space; extracellular vesicular exosome; membrane; mitochondrion; nuclear envelope; nucleus; perinuclear region of cytoplasm; plasma membrane; vesicle"	" Nucleus Nucleus membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305} Cytoplasm Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305} Note=Mostly in the nucleus including in the nuclear membrane Small amount in the cytoplasm and the plasma membrane Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain"	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"CLIC1"	"-"	56	44	34	22	24	12	4	1	1	1	"-"	100	36	20	4	8	10	4	6	1	4	8	NA	154	38	8	1	1	1	NA	62	38	1	NA	91	8	1	NA	80	3	17	NA	51	20	21	7	NA	43	12	44	NA	96	4	NA	84	1	15	NA	76	1	1	23
"CPNE3"	"CYTOSOL"	"CYTOSOL"	""	"Nucleus"	"Nucleoli;Cytoplasm;Mitochondria"	"Uncertain"	"cytoplasm; cytosol; extracellular vesicular exosome"	NA	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"CPNE3"	"-"	56	40	38	18	20	14	4	4	1	1	"-"	110	84	1	1	4	1	1	1	1	1	1	NA	138	38	24	1	1	1	NA	57	43	1	NA	81	12	7	NA	73	8	19	NA	100	1	1	1	NA	1	92	8	NA	97	3	NA	73	11	16	NA	96	1	1	4
"FKBP4"	"CYTOSOL"	"CYTOSOL"	""	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"axonal growth cone; cytoplasm; cytosol; endoplasmic reticulum membrane; extracellular vesicular exosome; microtubule; mitochondrion; neuronal cell body; nucleus; perinuclear region of cytoplasm"	" Cytoplasm cytosol {ECO:0000250} Mitochondrion Nucleus Cytoplasm cytoskeleton {ECO:0000250} Note=Shuttles from mitochondria to nucleus; co-localizes in mitochondria with the glucocorticoid receptor"	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"FKBP4"	"-"	100	28	24	10	14	8	4	6	4	4	"-"	106	88	1	1	4	1	1	1	1	1	1	NA	142	10	10	26	14	1	NA	73	27	1	NA	79	18	3	NA	65	9	26	NA	100	1	1	1	NA	63	9	28	NA	97	3	NA	86	1	13	NA	85	1	1	14
"GOT1"	"CYTOSOL"	"CYTOSOL"	""	NA	NA	NA	"axon terminus; cytoplasm; cytosol; extracellular vesicular exosome; lysosome; nucleus"	" Cytoplasm "	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"GOT1"	"-"	112	24	28	10	16	8	1	1	1	1	"-"	116	66	1	6	1	1	1	10	1	1	1	NA	154	14	32	1	1	1	NA	69	31	1	NA	90	9	1	NA	67	17	16	NA	100	1	1	1	NA	50	11	39	NA	100	1	NA	76	1	24	NA	89	1	1	10
"GPI"	"CYTOSOL"	"CYTOSOL"	""	"Plasma membrane;Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; cytosol; extracellular space; extracellular vesicular exosome; membrane; neuron projection; nucleus; plasma membrane"	" Cytoplasm "	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"GPI"	"-"	108	26	26	12	12	8	1	1	1	1	"-"	82	80	22	1	1	4	4	1	1	1	1	NA	172	16	6	1	4	1	NA	66	33	1	NA	89	9	1	NA	62	9	29	NA	100	1	1	1	NA	56	7	37	NA	100	1	NA	91	1	9	NA	89	1	1	10
"HDGF"	""	""	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; extracellular space; nucleoplasm; nucleus; transcriptional repressor complex"	" Cytoplasm Nucleus"	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"HDGF"	"-"	30	4	4	1	1	4	16	54	44	38	"-"	52	100	1	1	1	1	1	20	1	1	26	NA	142	14	42	1	1	1	NA	44	56	1	NA	67	32	1	NA	88	10	2	NA	100	1	1	1	NA	60	12	28	NA	97	3	NA	64	1	36	NA	66	4	3	27
"PDAP1"	""	""	""	"Cytoplasm"	"Plasma membrane"	"Supportive"	NA	NA	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"PDAP1"	"-"	110	14	18	6	8	8	6	4	8	18	"-"	130	70	1	1	1	1	1	1	1	1	1	NA	116	24	14	36	10	1	NA	97	3	1	NA	76	22	1	NA	55	43	2	NA	100	1	1	1	NA	41	18	40	NA	83	17	NA	82	1	18	NA	71	3	1	27
"PEBP1"	"CYTOSOL"	"CYTOSOL"	""	"Plasma membrane;Cytoplasm"	NA	"Supportive"	"cytoplasm; extracellular vesicular exosome; nucleus"	" Cytoplasm "	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"PEBP1"	"-"	112	24	32	10	14	6	1	1	1	1	"-"	106	54	20	1	6	1	1	6	1	4	1	NA	162	18	14	4	1	1	NA	74	25	1	NA	91	7	1	NA	91	1	8	NA	100	1	1	1	NA	34	6	61	NA	99	1	NA	76	1	23	NA	88	1	1	12
"PFN1"	""	"CS"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"blood microparticle; cytoskeleton; cytosol; extracellular vesicular exosome; focal adhesion; membrane; nucleus"	" Cytoplasm cytoskeleton"	"overlaps 9"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"PFN1"	"-"	60	46	38	18	20	10	4	1	1	1	"-"	80	36	38	4	10	12	1	8	1	4	6	NA	162	20	4	8	4	1	NA	87	13	1	NA	88	11	1	NA	58	3	39	NA	57	20	15	9	NA	1	1	1	NA	97	3	NA	86	1	14	NA	84	1	1	15
"PGAM1"	"CYTOSOL"	"CYTOSOL"	""	NA	NA	NA	"cytoplasm; cytosol; extracellular vesicular exosome; membrane"	NA	"overlaps 9"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"PGAM1"	"-"	106	26	28	10	12	8	1	1	1	1	"-"	56	130	1	1	1	1	1	10	1	1	4	NA	168	16	8	1	4	1	NA	72	27	1	NA	92	6	1	NA	93	4	3	NA	100	1	1	1	NA	1	1	1	NA	98	2	NA	87	1	13	NA	90	1	1	10
"PRDX2"	"CYTOSOL"	"CYTOSOL"	""	NA	NA	NA	"cytoplasm; cytosol; extracellular vesicular exosome"	" Cytoplasm"	"overlaps 9"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"PRDX2"	"-"	92	28	26	12	16	10	4	6	6	1	"-"	102	58	16	4	1	1	1	6	6	1	1	NA	130	30	14	10	16	1	NA	1	1	1	NA	91	8	1	NA	82	4	14	NA	100	1	1	1	NA	35	4	61	NA	97	3	NA	75	2	23	NA	88	1	1	12
"RANBP1"	"CYTOSOL"	"CYTOSOL"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"centrosome; cytoplasm; nuclear envelope; nucleus"	NA	"overlaps 9"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"RANBP1"	"-"	92	24	26	12	18	12	1	4	1	6	"-"	104	84	1	1	1	1	1	1	1	1	12	NA	162	22	16	1	1	1	NA	72	25	3	NA	88	11	1	NA	70	14	17	NA	100	1	1	1	NA	1	1	1	NA	97	3	NA	84	2	14	NA	85	1	1	15
"ST13"	"CYTOSOL"	"CYTOSOL"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; protein complex"	" Cytoplasm "	"overlaps 8"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"ST13"	"-"	116	28	22	8	12	8	1	1	1	1	"-"	112	76	1	1	1	8	1	1	1	1	1	NA	156	30	6	1	6	1	NA	75	25	1	NA	85	14	1	NA	1	1	1	NA	100	1	1	1	NA	1	1	1	NA	97	3	NA	75	1	24	NA	72	1	1	27
"TALDO1"	""	"CYTOSOL"	""	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; nucleus"	" Cytoplasm "	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"TALDO1"	"-"	154	10	16	4	6	4	1	1	1	1	"-"	126	54	1	1	4	1	1	8	4	1	6	NA	170	18	12	1	1	1	NA	66	34	1	NA	80	19	1	NA	52	9	38	NA	100	1	1	1	NA	41	9	50	NA	98	2	NA	60	4	36	NA	83	1	1	17
"TKT"	""	""	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytosol; extracellular vesicular exosome; nucleus; peroxisome; vesicle"	NA	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"TKT"	"-"	124	12	16	4	6	6	4	12	12	1	"-"	114	78	1	1	1	1	1	1	1	1	1	NA	132	22	20	22	1	4	NA	61	38	1	NA	84	13	4	NA	89	4	8	NA	100	1	1	1	NA	63	15	22	NA	97	3	NA	67	1	32	NA	76	1	1	23
"YWHAB"	""	""	""	NA	NA	NA	"cytoplasm; cytoplasmic vesicle membrane; cytosol; extracellular vesicular exosome; focal adhesion; membrane; nucleus; perinuclear region of cytoplasm; transcriptional repressor complex"	" Cytoplasm "	"overlaps 10"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"YWHAB"	"-"	66	36	24	18	26	14	6	4	1	1	"-"	68	80	22	4	10	1	1	4	4	1	6	NA	142	12	46	1	1	1	NA	69	30	1	NA	83	15	1	NA	67	10	23	NA	100	1	1	1	NA	29	10	61	NA	91	9	NA	85	3	13	NA	52	2	24	22
"YWHAE"	""	""	""	"Cytoplasm"	NA	"Uncertain"	"cytoplasmic vesicle membrane; cytosol; extracellular vesicular exosome; focal adhesion; kinesin complex; membrane; mitochondrion"	" Cytoplasm {ECO:0000250} Melanosome {ECO:0000269|PubMed:12042314 ECO:0000269|PubMed:17081065} Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV"	"overlaps 9"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"YWHAE"	"-"	62	44	28	18	20	12	6	1	1	4	"-"	60	66	22	6	8	8	8	6	6	1	6	NA	142	10	22	14	4	6	NA	54	45	1	NA	84	15	1	NA	73	7	20	NA	63	25	11	1	NA	1	1	1	NA	92	8	NA	63	11	27	NA	74	1	4	21
"YWHAQ"	""	"CYTOSOL"	""	NA	NA	NA	"cytoplasm; cytoplasmic vesicle membrane; cytosol; extracellular vesicular exosome; focal adhesion; membrane; protein complex"	" Cytoplasm Note=In neurons axonally transported to the nerve terminals"	"overlaps 9"	37	"CYTOSOL"	1	"CYTOSOL"	0.933333333333333	"CYTOSOL"	0.625	"YWHAQ"	"-"	78	32	24	20	22	12	4	1	1	1	"-"	82	90	14	4	1	4	1	1	4	1	1	NA	152	10	30	8	1	1	NA	61	38	1	NA	82	17	1	NA	69	8	23	NA	68	17	15	1	NA	1	1	1	NA	87	13	NA	88	1	11	NA	79	2	5	14
"AHSA1"	"CYTOSOL"	"CYTOSOL"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; endoplasmic reticulum; extracellular vesicular exosome"	" Cytoplasm cytosol {ECO:0000269|PubMed:11554768} Endoplasmic reticulum {ECO:0000269|PubMed:11554768} Note=May transiently interact with the endoplasmic reticulum"	"overlaps 10"	378	"CYTOSOL"	1	"CYTOSOL"	1	"CYTOSOL"	1	"AHSA1"	"-"	104	26	22	10	12	8	4	6	6	1	"-"	90	1	1	18	28	36	28	1	1	1	1	NA	144	18	30	1	4	4	NA	63	36	1	NA	87	12	1	NA	8	4	88	NA	100	1	1	1	NA	30	2	68	NA	100	1	NA	75	1	24	NA	86	1	1	14
